time, temp
10:30a, (19.75,67.55)
10:31b, (21.187,70.1366)
10:31a, (19.75,67.6616)
10:32b, (21.25,70.25)
10:32a, (19.687,67.55)
10:33b, (21.25,70.36160000000001)
10:33a, (19.687,67.55)
10:34b, (21.25,70.25)
10:34a, (19.562,67.2116)
10:35b, (21.25,70.36160000000001)
10:35a, (19.562,67.2116)
10:36b, (21.25,70.25)
10:36a, (19.5,67.1)
10:37b, (21.312,70.36160000000001)
10:37a, (19.375,66.875)
10:38b, (21.25,70.25)
10:38a, (19.25,66.7616)
10:40b, (21.25,70.25)
10:40a, (19.312,66.5366)
10:41b, (21.187,70.1366)
10:41a, (19.125,66.5366)
10:42b, (21.187,70.1366)
10:42a, (19.187,66.65)
10:43b, (21.187,70.1366)
10:43a, (19.187,66.65)
10:44b, (21.125,70.1366)
10:44a, (19.375,66.875)
10:45b, (21.187,70.1366)
10:45a, (19.562,67.2116)
10:46b, (21.187,70.1366)
10:46a, (19.687,67.55)
10:47b, (21.187,70.1366)
10:47a, (19.75,67.55)
10:48b, (21.187,70.1366)
10:48a, (19.562,67.325)
10:49b, (21.187,70.1366)
10:49a, (19.625,67.325)
10:50b, (21.25,70.36160000000001)
10:50a, (19.625,67.325)
10:51b, (21.25,70.36160000000001)
10:51a, (19.5,67.2116)
10:52b, (21.312,70.36160000000001)
10:52a, (19.437,66.98660000000001)
10:53b, (21.25,70.25)
10:53a, (19.375,66.875)
10:54b, (21.25,70.36160000000001)
10:54a, (19.312,66.7616)
10:55b, (21.187,70.1366)
10:55a, (19.25,66.65)
10:56b, (21.187,70.1366)
10:56a, (19.187,66.5366)
10:58b, (21.187,70.1366)
10:58a, (19.187,66.65)
10:59b, (21.187,70.1366)
10:59a, (19.25,66.65)
11:0b, (21.125,70.1366)
11:0a, (19.25,66.65)
11:1b, (21.125,70.1366)
11:1a, (19.437,66.98660000000001)
11:2b, (21.187,70.1366)
11:2a, (19.562,67.325)
11:3b, (21.125,70.1366)
11:3a, (19.625,67.325)
11:4b, (21.125,70.1366)
11:4a, (19.562,67.2116)
11:5b, (21.187,70.1366)
11:5a, (19.562,67.2116)
11:6b, (21.187,70.1366)
11:6a, (19.625,67.4366)
11:7b, (21.187,70.1366)
11:7a, (19.625,67.4366)
11:8b, (21.187,70.25)
11:8a, (19.625,67.325)
11:9b, (21.25,70.25)
11:9a, (19.562,67.2116)
11:10b, (21.25,70.36160000000001)
11:10a, (19.375,66.98660000000001)
11:11b, (21.25,70.25)
11:11a, (19.312,66.875)
11:12b, (21.187,70.25)
11:12a, (19.312,66.875)
11:13b, (21.187,70.1366)
11:13a, (19.312,66.7616)
11:15b, (21.125,70.1366)
11:15a, (19.312,66.7616)
11:16b, (21.125,70.025)
11:16a, (19.312,66.875)
11:17b, (21.125,70.025)
11:17a, (19.312,66.7616)
11:18b, (21.125,70.1366)
11:18a, (19.437,66.98660000000001)
11:19b, (21.25,70.36160000000001)
11:19a, (19.687,67.55)
11:20b, (21.25,70.25)
11:20a, (19.875,67.775)
11:21b, (21.187,70.1366)
11:21a, (19.875,67.775)
11:22b, (21.187,70.1366)
11:22a, (19.937,67.8866)
11:23b, (21.187,70.1366)
11:23a, (19.937,68.0)
11:24b, (21.187,70.25)
11:24a, (19.812,67.6616)
11:25b, (21.25,70.25)
11:25a, (19.812,67.6616)
11:26b, (21.25,70.25)
11:26a, (19.75,67.55)
11:27b, (21.25,70.36160000000001)
11:27a, (19.625,67.325)
11:28b, (21.25,70.25)
11:28a, (19.5,67.2116)
11:29b, (21.25,70.36160000000001)
11:29a, (19.437,66.98660000000001)
11:30b, (21.187,70.25)
11:30a, (19.312,66.875)
11:31b, (21.187,70.1366)
11:31a, (19.312,66.7616)
11:33b, (21.187,70.1366)
11:33a, (19.312,66.7616)
11:34b, (21.125,70.025)
11:34a, (19.312,66.875)
11:35b, (21.125,70.025)
11:35a, (19.437,66.98660000000001)
11:36b, (21.187,70.1366)
11:36a, (19.562,67.2116)
11:37b, (21.125,70.1366)
11:37a, (19.75,67.55)
11:38b, (21.125,70.1366)
11:38a, (19.812,67.6616)
11:39b, (21.125,70.025)
11:39a, (19.75,67.55)
11:40b, (21.125,70.025)
11:40a, (19.812,67.6616)
11:41b, (21.125,70.025)
11:41a, (19.812,67.775)
11:42b, (21.125,70.1366)
11:42a, (19.875,67.775)
11:43b, (21.125,70.1366)
11:43a, (19.75,67.6616)
11:44b, (21.125,70.1366)
11:44a, (19.687,67.55)
11:45b, (21.187,70.1366)
11:45a, (19.75,67.55)
11:46b, (21.125,70.1366)
11:46a, (19.625,67.4366)
11:47b, (21.125,70.1366)
11:47a, (19.562,67.2116)
11:48b, (21.125,70.1366)
11:48a, (19.437,67.1)
11:49b, (21.062,70.025)
11:49a, (19.375,66.98660000000001)
11:51b, (21.062,70.025)
11:51a, (19.437,66.98660000000001)
11:52b, (21.125,70.1366)
11:52a, (19.5,67.2116)
11:53b, (21.125,70.025)
11:53a, (19.75,67.6616)
11:54b, (21.125,70.025)
11:54a, (19.812,68.0)
11:55b, (21.125,70.025)
11:55a, (20.062,68.225)
11:56b, (21.125,70.025)
11:56a, (20.0,68.11160000000001)
11:57b, (21.125,70.025)
11:57a, (20.062,68.225)
11:58b, (21.125,70.025)
11:58a, (20.062,68.11160000000001)
11:59b, (21.125,70.025)
11:59a, (19.937,67.8866)
12:0b, (21.125,70.025)
12:0a, (19.812,67.6616)
12:1b, (21.125,70.025)
12:1a, (19.812,67.6616)
12:2b, (21.125,70.1366)
12:2a, (19.75,67.55)
12:3b, (21.125,70.025)
12:3a, (19.687,67.55)
12:4b, (21.187,70.1366)
12:4a, (19.625,67.4366)
12:5b, (21.125,70.1366)
12:5a, (19.687,67.4366)
12:6b, (21.062,69.9116)
12:6a, (19.687,67.4366)
12:8b, (21.125,70.025)
12:8a, (19.687,67.4366)
12:9b, (21.125,70.1366)
12:9a, (19.687,67.55)
12:10b, (21.125,70.1366)
12:10a, (19.937,67.8866)
12:11b, (21.125,70.025)
12:11a, (20.062,68.225)
12:12b, (21.125,70.025)
12:12a, (20.062,68.225)
12:13b, (21.125,70.1366)
12:13a, (20.125,68.225)
12:14b, (21.125,70.1366)
12:14a, (20.187,68.3366)
12:15b, (21.187,70.1366)
12:15a, (20.187,68.45)
12:16b, (21.187,70.25)
12:16a, (20.312,68.5616)
12:17b, (21.25,70.36160000000001)
12:17a, (20.25,68.45)
12:18b, (21.25,70.36160000000001)
12:18a, (20.25,68.45)
12:19b, (21.25,70.25)
12:19a, (20.187,68.3366)
12:20b, (21.25,70.25)
12:20a, (20.187,68.45)
12:21b, (21.187,70.25)
12:21a, (20.187,68.3366)
12:22b, (21.187,70.25)
12:22a, (20.187,68.11160000000001)
12:23b, (21.187,70.1366)
12:23a, (20.062,68.11160000000001)
12:24b, (21.187,70.1366)
12:24a, (20.0,68.11160000000001)
12:26b, (21.25,70.25)
12:26a, (20.125,68.225)
12:27b, (21.187,70.1366)
12:27a, (20.25,68.5616)
12:28b, (21.187,70.1366)
12:28a, (20.437,68.7866)
12:29b, (21.187,70.25)
12:29a, (20.437,68.7866)
12:30b, (21.187,70.1366)
12:30a, (20.5,69.0116)
12:31b, (21.187,70.25)
12:31a, (20.687,69.23660000000001)
12:32b, (21.312,70.36160000000001)
12:32a, (20.687,69.23660000000001)
12:33b, (21.375,70.475)
12:33a, (20.5,68.9)
12:34b, (21.312,70.475)
12:34a, (20.375,68.7866)
12:35b, (21.312,70.475)
12:35a, (20.312,68.5616)
12:36b, (21.312,70.475)
12:36a, (20.187,68.3366)
12:37b, (21.312,70.36160000000001)
12:37a, (20.125,68.225)
12:38b, (21.312,70.36160000000001)
12:38a, (20.0,68.11160000000001)
12:39b, (21.25,70.36160000000001)
12:39a, (19.937,67.8866)
12:40b, (21.25,70.25)
12:40a, (19.875,67.8866)
12:41b, (21.187,70.25)
12:41a, (19.875,67.8866)
12:42b, (21.187,70.1366)
12:42a, (19.875,67.8866)
12:44b, (21.312,70.475)
12:44a, (20.062,68.11160000000001)
12:45b, (21.25,70.25)
12:45a, (20.312,68.5616)
12:46b, (21.25,70.25)
12:46a, (20.25,68.5616)
12:47b, (21.187,70.25)
12:47a, (20.25,68.5616)
12:48b, (21.187,70.25)
12:48a, (20.312,68.5616)
12:49b, (21.187,70.25)
12:49a, (20.312,68.5616)
12:50b, (21.187,70.25)
12:50a, (20.312,68.5616)
12:51b, (21.187,70.25)
12:51a, (20.25,68.5616)
12:52b, (21.25,70.36160000000001)
12:52a, (20.25,68.5616)
12:53b, (21.25,70.25)
12:53a, (20.125,68.3366)
12:54b, (21.25,70.36160000000001)
12:54a, (20.062,68.11160000000001)
12:55b, (21.25,70.36160000000001)
12:55a, (20.062,68.11160000000001)
12:56b, (21.25,70.25)
12:56a, (20.062,68.11160000000001)
12:57b, (21.187,70.25)
12:57a, (20.062,68.225)
12:58b, (21.187,70.1366)
12:58a, (20.125,68.225)
12:59b, (21.187,70.25)
12:59a, (20.0,68.0)
13:1b, (21.187,70.1366)
13:1a, (20.0,68.0)
13:2b, (21.312,70.36160000000001)
13:2a, (20.187,68.45)
13:3b, (21.25,70.25)
13:3a, (20.437,68.7866)
13:4b, (21.187,70.25)
13:4a, (20.562,69.0116)
13:5b, (21.25,70.25)
13:5a, (20.562,69.0116)
13:6b, (21.25,70.25)
13:6a, (20.562,69.0116)
13:7b, (21.187,70.25)
13:7a, (20.562,69.0116)
13:8b, (21.187,70.25)
13:8a, (20.562,69.0116)
13:9b, (21.25,70.25)
13:9a, (20.562,69.0116)
13:10b, (21.25,70.25)
13:10a, (20.562,69.0116)
13:11b, (21.25,70.36160000000001)
13:11a, (20.625,69.125)
13:12b, (21.25,70.25)
13:12a, (20.625,69.23660000000001)
13:13b, (21.25,70.25)
13:13a, (20.625,69.125)
13:14b, (21.25,70.25)
13:14a, (20.625,69.125)
13:15b, (21.25,70.25)
13:15a, (20.625,69.23660000000001)
13:16b, (21.187,70.25)
13:16a, (20.687,69.35)
13:18b, (21.187,70.25)
13:18a, (20.75,69.4616)
13:19b, (21.25,70.1366)
13:19a, (20.687,69.35)
13:20b, (21.312,70.475)
13:20a, (20.75,69.4616)
13:21b, (21.312,70.36160000000001)
13:21a, (21.062,69.9116)
13:22b, (21.312,70.36160000000001)
13:22a, (21.25,70.25)
13:23b, (21.312,70.36160000000001)
13:23a, (21.25,70.36160000000001)
13:24b, (21.312,70.36160000000001)
13:24a, (21.25,70.36160000000001)
13:25b, (21.375,70.475)
13:25a, (21.187,70.1366)
13:26b, (21.375,70.475)
13:26a, (21.187,70.1366)
13:27b, (21.437,70.7)
13:27a, (21.0,69.8)
13:28b, (21.437,70.5866)
13:28a, (20.875,69.6866)
13:29b, (21.375,70.475)
13:29a, (20.812,69.4616)
13:30b, (21.375,70.475)
13:30a, (20.687,69.35)
13:31b, (21.312,70.475)
13:31a, (20.625,69.23660000000001)
13:32b, (21.375,70.475)
13:32a, (20.562,69.125)
13:33b, (21.312,70.475)
13:33a, (20.687,69.23660000000001)
13:34b, (21.375,70.36160000000001)
13:34a, (20.75,69.35)
13:36b, (21.312,70.36160000000001)
13:36a, (20.75,69.4616)
13:37b, (21.312,70.36160000000001)
13:37a, (20.75,69.35)
13:38b, (21.312,70.475)
13:38a, (20.75,69.35)
13:39b, (21.375,70.5866)
13:39a, (20.75,69.575)
13:40b, (21.375,70.475)
13:40a, (21.062,70.025)
13:41b, (21.375,70.475)
13:41a, (21.125,70.1366)
13:42b, (21.375,70.5866)
13:42a, (21.25,70.36160000000001)
13:43b, (21.375,70.475)
13:43a, (21.375,70.475)
13:44b, (21.437,70.5866)
13:44a, (21.375,70.5866)
13:45b, (21.437,70.7)
13:45a, (21.375,70.5866)
13:46b, (21.437,70.7)
13:46a, (21.437,70.7)
13:47b, (21.5,70.7)
13:47a, (21.375,70.5866)
13:48b, (21.437,70.5866)
13:48a, (21.375,70.475)
13:49b, (21.437,70.7)
13:49a, (21.25,70.36160000000001)
13:50b, (21.437,70.7)
13:50a, (21.25,70.25)
13:51b, (21.437,70.7)
13:51a, (21.25,70.25)
13:52b, (21.437,70.5866)
13:52a, (21.25,70.25)
13:54b, (21.437,70.5866)
13:54a, (21.187,70.25)
13:55b, (21.437,70.5866)
13:55a, (21.312,70.36160000000001)
13:56b, (21.375,70.5866)
13:56a, (21.312,70.36160000000001)
13:57b, (21.437,70.5866)
13:57a, (21.375,70.475)
13:58b, (21.437,70.5866)
13:58a, (21.375,70.5866)
13:59b, (21.437,70.7)
13:59a, (21.437,70.5866)
14:0b, (21.5,70.5866)
14:0a, (21.5,70.8116)
14:1b, (21.437,70.5866)
14:1a, (21.625,70.925)
14:2b, (21.437,70.5866)
14:2a, (21.875,71.48660000000001)
14:3b, (21.437,70.7)
14:3a, (22.25,72.05)
14:4b, (21.437,70.7)
14:4a, (22.375,72.275)
14:5b, (21.5,70.7)
14:5a, (22.312,72.275)
14:6b, (21.5,70.7)
14:6a, (22.25,72.05)
14:7b, (21.5,70.8116)
14:7a, (22.187,71.9366)
14:8b, (21.562,70.925)
14:8a, (22.062,71.7116)
14:9b, (21.562,70.8116)
14:9a, (21.812,71.2616)
14:10b, (21.562,70.8116)
14:10a, (21.687,71.15)
14:12b, (21.562,70.8116)
14:12a, (21.625,70.925)
14:13b, (21.5,70.8116)
14:13a, (21.562,70.8116)
14:14b, (21.5,70.8116)
14:14a, (21.5,70.7)
14:15b, (21.5,70.7)
14:15a, (21.5,70.7)
14:16b, (21.5,70.7)
14:16a, (21.5,70.475)
14:17b, (21.5,70.7)
14:17a, (21.312,70.36160000000001)
14:18b, (21.437,70.5866)
14:18a, (21.312,70.36160000000001)
14:19b, (21.437,70.5866)
14:19a, (21.312,70.36160000000001)
14:20b, (21.437,70.5866)
14:20a, (21.25,70.36160000000001)
14:21b, (21.5,70.7)
14:21a, (21.375,70.475)
14:22b, (21.437,70.7)
14:22a, (21.5,70.7)
14:23b, (21.5,70.7)
14:23a, (21.625,71.0366)
14:24b, (21.5,70.7)
14:24a, (21.75,71.2616)
14:25b, (21.5,70.7)
14:25a, (21.875,71.48660000000001)
14:26b, (21.5,70.7)
14:26a, (21.875,71.375)
14:27b, (21.5,70.7)
14:27a, (21.937,71.48660000000001)
14:29b, (21.625,70.925)
14:29a, (21.875,71.375)
14:30b, (21.625,70.8116)
14:30a, (22.062,71.7116)
14:31b, (21.562,70.8116)
14:31a, (22.187,72.05)
14:32b, (21.625,70.925)
14:32a, (22.187,72.05)
14:33b, (21.625,70.925)
14:33a, (22.125,71.9366)
14:34b, (21.625,71.0366)
14:34a, (22.312,72.275)
14:35b, (21.625,71.0366)
14:35a, (22.375,72.61160000000001)
14:36b, (21.625,70.925)
14:36a, (22.437,72.3866)
14:37b, (21.625,71.0366)
14:37a, (22.312,72.1616)
14:38b, (21.625,71.0366)
14:38a, (22.312,72.1616)
14:39b, (21.625,70.925)
14:39a, (22.062,71.825)
14:40b, (21.625,70.925)
14:40a, (21.937,71.48660000000001)
14:41b, (21.625,70.925)
14:41a, (21.875,71.48660000000001)
14:42b, (21.625,70.925)
14:42a, (21.937,71.48660000000001)
14:43b, (21.625,71.0366)
14:43a, (22.0,71.6)
14:44b, (21.625,70.925)
14:44a, (22.125,71.825)
14:45b, (21.625,70.925)
14:45a, (22.25,72.05)
14:47b, (21.625,71.0366)
14:47a, (22.312,72.275)
14:48b, (21.625,71.0366)
14:48a, (22.437,72.3866)
14:49b, (21.687,71.0366)
14:49a, (22.437,72.3866)
14:50b, (21.687,71.0366)
14:50a, (22.437,72.5)
14:51b, (21.687,71.15)
14:51a, (22.437,72.5)
14:52b, (21.75,71.15)
14:52a, (22.75,73.0616)
14:53b, (21.687,71.15)
14:53a, (22.75,72.95)
14:54b, (21.687,71.15)
14:54a, (22.5,72.61160000000001)
14:55b, (21.687,71.15)
14:55a, (22.312,72.1616)
14:56b, (21.687,71.15)
14:56a, (22.187,71.9366)
14:57b, (21.687,71.15)
14:57a, (22.062,71.7116)
14:58b, (21.687,71.0366)
14:58a, (22.0,71.6)
14:59b, (21.625,71.0366)
14:59a, (21.937,71.6)
15:0b, (21.625,71.0366)
15:0a, (22.0,71.7116)
15:1b, (21.625,71.0366)
15:1a, (22.125,71.825)
15:2b, (21.687,71.0366)
15:2a, (22.125,71.9366)
15:4b, (21.687,71.0366)
15:4a, (22.187,72.3866)
15:5b, (21.687,71.15)
15:5a, (22.625,72.725)
15:6b, (21.75,71.15)
15:6a, (22.625,72.725)
15:7b, (21.75,71.15)
15:7a, (22.75,72.8366)
15:8b, (21.75,71.15)
15:8a, (22.812,73.0616)
15:9b, (21.75,71.15)
15:9a, (22.812,73.0616)
15:10b, (21.812,71.2616)
15:10a, (22.75,73.0616)
15:11b, (21.812,71.2616)
15:11a, (22.687,72.8366)
15:12b, (21.875,71.375)
15:12a, (22.562,72.61160000000001)
15:13b, (21.875,71.375)
15:13a, (22.437,72.5)
15:14b, (21.875,71.375)
15:14a, (22.437,72.5)
15:15b, (21.812,71.375)
15:15a, (22.5,72.5)
15:16b, (21.812,71.2616)
15:16a, (22.5,72.5)
15:17b, (21.812,71.2616)
15:17a, (22.437,72.3866)
15:18b, (21.75,71.15)
15:18a, (22.25,72.05)
15:19b, (21.75,71.15)
15:19a, (22.125,71.9366)
15:20b, (21.75,71.15)
15:20a, (22.125,71.825)
15:22b, (21.687,71.15)
15:22a, (22.062,71.7116)
15:23b, (21.75,71.15)
15:23a, (22.312,72.275)
15:24b, (21.75,71.15)
15:24a, (22.625,72.725)
15:25b, (21.75,71.15)
15:25a, (22.812,73.0616)
15:26b, (21.812,71.2616)
15:26a, (23.312,74.075)
15:27b, (21.875,71.48660000000001)
15:27a, (23.875,74.975)
15:28b, (21.937,71.48660000000001)
15:28a, (24.0,75.3116)
15:29b, (21.937,71.48660000000001)
15:29a, (24.187,75.65)
15:30b, (21.937,71.6)
15:30a, (24.062,75.3116)
15:31b, (22.0,71.6)
15:31a, (24.187,75.65)
15:32b, (22.0,71.7116)
15:32a, (24.25,75.65)
15:33b, (22.0,71.7116)
15:33a, (24.125,75.425)
15:34b, (22.062,71.7116)
15:34a, (24.125,75.5366)
15:35b, (22.062,71.825)
15:35a, (23.937,75.2)
15:36b, (22.062,71.825)
15:36a, (23.812,74.975)
15:37b, (22.062,71.825)
15:37a, (23.562,74.525)
15:39b, (22.062,71.7116)
15:39a, (23.625,74.525)
15:40b, (22.125,71.825)
15:40a, (24.0,75.2)
15:41b, (22.125,71.825)
15:41a, (24.25,75.65)
15:42b, (22.125,71.825)
15:42a, (23.937,75.0866)
15:43b, (22.062,71.825)
15:43a, (23.687,74.75)
15:44b, (22.062,71.7116)
15:44a, (23.562,74.4116)
15:45b, (22.062,71.7116)
15:45a, (23.625,74.525)
15:46b, (22.062,71.825)
15:46a, (23.937,75.0866)
15:47b, (22.062,71.825)
15:47a, (24.125,75.425)
15:48b, (22.062,71.825)
15:48a, (24.5,76.1)
15:49b, (22.125,71.825)
15:49a, (24.25,75.65)
15:50b, (22.125,71.9366)
15:50a, (24.312,75.875)
15:51b, (22.125,71.9366)
15:51a, (24.312,75.7616)
15:52b, (22.125,71.9366)
15:52a, (24.437,75.98660000000001)
15:53b, (22.125,71.9366)
15:53a, (24.187,75.65)
15:54b, (22.125,71.9366)
15:54a, (24.125,75.425)
15:55b, (22.125,71.825)
15:55a, (23.937,75.2)
15:57b, (22.125,71.825)
15:57a, (23.812,74.86160000000001)
15:58b, (22.125,71.825)
15:58a, (23.625,74.6366)
15:59b, (22.125,71.825)
15:59a, (23.562,74.4116)
16:0b, (22.062,71.825)
16:0a, (23.312,74.075)
16:1b, (22.062,71.7116)
16:1a, (23.125,73.625)
16:2b, (22.062,71.7116)
16:2a, (23.062,73.5116)
16:3b, (22.0,71.7116)
16:3a, (23.0,73.4)
16:4b, (22.0,71.7116)
16:4a, (22.937,73.2866)
16:5b, (22.0,71.6)
16:5a, (22.812,73.0616)
16:6b, (21.937,71.6)
16:6a, (22.75,72.95)
16:7b, (21.937,71.6)
16:7a, (22.687,72.95)
16:8b, (21.937,71.48660000000001)
16:8a, (22.812,73.0616)
16:9b, (21.937,71.48660000000001)
16:9a, (22.875,73.175)
16:10b, (22.0,71.48660000000001)
16:10a, (23.0,73.4)
16:11b, (21.937,71.6)
16:11a, (23.125,73.73660000000001)
16:12b, (21.937,71.6)
16:12a, (23.312,73.9616)
16:13b, (22.0,71.6)
16:13a, (23.562,74.4116)
16:15b, (22.0,71.6)
16:15a, (23.437,74.3)
16:16b, (22.0,71.7116)
16:16a, (23.375,74.075)
16:17b, (22.0,71.6)
16:17a, (23.25,73.85)
16:18b, (22.0,71.6)
16:18a, (23.125,73.625)
16:19b, (21.937,71.6)
16:19a, (23.0,73.4)
16:20b, (22.0,71.6)
16:20a, (22.937,73.4)
16:21b, (21.937,71.6)
16:21a, (22.812,73.0616)
16:22b, (21.937,71.6)
16:22a, (22.625,72.725)
16:23b, (21.937,71.48660000000001)
16:23a, (22.5,72.5)
16:24b, (21.875,71.48660000000001)
16:24a, (22.437,72.3866)
16:25b, (21.875,71.375)
16:25a, (22.812,73.175)
16:26b, (21.875,71.375)
16:26a, (23.0,73.4)
16:27b, (21.875,71.375)
16:27a, (22.687,72.95)
16:28b, (21.875,71.375)
16:28a, (22.687,72.95)
16:29b, (21.875,71.375)
16:29a, (22.625,72.725)
16:30b, (21.875,71.375)
16:30a, (22.562,72.725)
16:32b, (21.875,71.375)
16:32a, (22.625,72.725)
16:33b, (21.875,71.375)
16:33a, (22.687,72.95)
16:34b, (21.875,71.48660000000001)
16:34a, (23.0,73.5116)
16:35b, (21.875,71.48660000000001)
16:35a, (23.0,73.5116)
16:36b, (21.875,71.48660000000001)
16:36a, (23.125,73.73660000000001)
16:37b, (21.937,71.48660000000001)
16:37a, (23.187,73.85)
16:38b, (21.937,71.48660000000001)
16:38a, (22.812,73.0616)
16:39b, (21.937,71.6)
16:39a, (22.5,72.61160000000001)
16:40b, (22.0,71.6)
16:40a, (22.312,72.275)
16:41b, (21.937,71.48660000000001)
16:41a, (22.187,72.05)
16:42b, (21.875,71.48660000000001)
16:42a, (22.125,71.825)
16:43b, (21.875,71.48660000000001)
16:43a, (22.0,71.7116)
16:44b, (21.875,71.375)
16:44a, (21.937,71.6)
16:45b, (21.812,71.2616)
16:45a, (21.937,71.6)
16:46b, (21.812,71.375)
16:46a, (21.875,71.48660000000001)
16:47b, (21.812,71.2616)
16:47a, (21.875,71.375)
16:48b, (21.812,71.2616)
16:48a, (21.875,71.48660000000001)
16:50b, (21.812,71.2616)
16:50a, (22.437,72.3866)
16:51b, (21.812,71.2616)
16:51a, (22.312,72.275)
16:52b, (21.75,71.2616)
16:52a, (22.312,72.1616)
16:53b, (21.812,71.2616)
16:53a, (22.875,73.2866)
16:54b, (21.812,71.2616)
16:54a, (23.062,73.5116)
16:55b, (21.812,71.2616)
16:55a, (22.75,73.0616)
16:56b, (21.75,71.2616)
16:56a, (22.75,72.95)
16:57b, (21.812,71.2616)
16:57a, (22.375,72.275)
16:58b, (21.812,71.2616)
16:58a, (22.062,71.825)
16:59b, (21.875,71.375)
16:59a, (21.937,71.6)
17:0b, (21.875,71.375)
17:0a, (21.875,71.375)
17:1b, (21.812,71.2616)
17:1a, (21.812,71.375)
17:2b, (21.75,71.2616)
17:2a, (21.875,71.375)
17:3b, (21.75,71.2616)
17:3a, (21.812,71.2616)
17:4b, (21.75,71.15)
17:4a, (21.75,71.2616)
17:5b, (21.687,71.15)
17:5a, (21.625,71.0366)
17:6b, (21.687,71.15)
17:6a, (21.5,70.7)
17:8b, (21.687,71.0366)
17:8a, (21.375,70.5866)
17:9b, (21.687,71.0366)
17:9a, (21.312,70.475)
17:10b, (21.687,71.0366)
17:10a, (21.312,70.36160000000001)
17:11b, (21.625,71.0366)
17:11a, (21.187,70.25)
17:12b, (21.625,71.0366)
17:12a, (21.25,70.25)
17:13b, (21.687,71.0366)
17:13a, (21.312,70.36160000000001)
17:14b, (21.687,71.0366)
17:14a, (21.312,70.36160000000001)
17:15b, (21.687,71.0366)
17:15a, (21.312,70.475)
17:16b, (21.625,71.0366)
17:16a, (21.312,70.36160000000001)
17:17b, (21.687,71.0366)
17:17a, (21.25,70.36160000000001)
17:18b, (21.625,71.0366)
17:18a, (21.25,70.25)
17:19b, (21.687,71.0366)
17:19a, (21.187,70.1366)
17:20b, (21.75,71.15)
17:20a, (21.125,70.025)
17:21b, (21.75,71.15)
17:21a, (21.062,69.9116)
17:22b, (21.75,71.15)
17:22a, (20.937,69.8)
17:23b, (21.687,71.0366)
17:23a, (20.875,69.575)
17:24b, (21.625,71.0366)
17:24a, (20.812,69.4616)
17:26b, (21.625,71.0366)
17:26a, (20.75,69.35)
17:27b, (21.625,70.925)
17:27a, (20.687,69.23660000000001)
17:28b, (21.562,70.925)
17:28a, (20.687,69.35)
17:29b, (21.562,70.8116)
17:29a, (20.75,69.35)
17:30b, (21.5,70.8116)
17:30a, (20.937,69.6866)
17:31b, (21.5,70.8116)
17:31a, (20.875,69.6866)
17:32b, (21.562,70.8116)
17:32a, (21.0,69.8)
17:33b, (21.562,70.8116)
17:33a, (21.687,71.15)
17:34b, (21.625,70.8116)
17:34a, (21.687,71.0366)
17:35b, (21.562,70.925)
17:35a, (21.437,70.5866)
17:36b, (21.562,70.925)
17:36a, (21.375,70.475)
17:37b, (21.625,70.925)
17:37a, (21.375,70.475)
17:38b, (21.687,71.0366)
17:38a, (21.25,70.25)
17:39b, (21.687,71.15)
17:39a, (21.062,70.025)
17:40b, (21.687,71.15)
17:40a, (20.937,69.6866)
17:41b, (21.687,71.0366)
17:41a, (20.75,69.4616)
17:43b, (21.687,71.0366)
17:43a, (20.687,69.35)
17:44b, (21.625,71.0366)
17:44a, (20.562,69.125)
17:45b, (21.625,70.925)
17:45a, (20.5,68.9)
17:46b, (21.562,70.925)
17:46a, (20.437,68.7866)
17:47b, (21.562,70.925)
17:47a, (20.375,68.7866)
17:48b, (21.5,70.8116)
17:48a, (20.312,68.675)
17:49b, (21.5,70.7)
17:49a, (20.312,68.675)
17:50b, (21.5,70.7)
17:50a, (20.312,68.675)
17:51b, (21.5,70.8116)
17:51a, (20.5,68.9)
17:52b, (21.5,70.8116)
17:52a, (20.625,69.23660000000001)
17:53b, (21.5,70.8116)
17:53a, (20.562,69.125)
17:54b, (21.5,70.8116)
17:54a, (20.562,69.125)
17:55b, (21.5,70.8116)
17:55a, (20.562,69.125)
17:56b, (21.5,70.8116)
17:56a, (20.562,69.0116)
17:57b, (21.562,70.8116)
17:57a, (20.562,69.125)
17:58b, (21.625,71.0366)
17:58a, (20.5,68.9)
17:59b, (21.625,71.0366)
17:59a, (20.375,68.675)
18:1b, (21.625,71.0366)
18:1a, (20.375,68.45)
18:2b, (21.625,70.925)
18:2a, (20.187,68.3366)
18:3b, (21.562,70.925)
18:3a, (20.125,68.3366)
18:4b, (21.562,70.8116)
18:4a, (20.062,68.11160000000001)
18:5b, (21.5,70.7)
18:5a, (20.062,68.11160000000001)
18:6b, (21.5,70.7)
18:6a, (20.062,68.11160000000001)
18:7b, (21.437,70.7)
18:7a, (20.062,68.11160000000001)
18:8b, (21.437,70.7)
18:8a, (20.0,68.11160000000001)
18:9b, (21.437,70.7)
18:9a, (20.125,68.225)
18:10b, (21.437,70.7)
18:10a, (20.125,68.45)
18:11b, (21.437,70.5866)
18:11a, (20.312,68.675)
18:12b, (21.437,70.7)
18:12a, (20.375,68.675)
18:13b, (21.437,70.7)
18:13a, (20.375,68.675)
18:14b, (21.5,70.7)
18:14a, (20.437,68.7866)
18:15b, (21.437,70.7)
18:15a, (20.437,68.7866)
18:16b, (21.5,70.8116)
18:16a, (20.312,68.5616)
